driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59
56,,[],[],[],[],[],[],[],[],[],[55],[],[],[],[],[],[65],[],[],[],[],[],[],[64],[],[],[],[21],[],[],[14],[],[],[57],[],[23],[55],"[65, 30, 23]",[25],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[23],[35],[],[],[],[21],[55],[],[14],[],[],[],[],[],[],[75],[30],"[65, 25]",[],[],[55],[23],[],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
58,,[],[],[],[],[],[],[],[],[],[],[],[],[],[76],[50],[22],[],[15],[82],[],[63],[],[],[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
63,,[],[],[],[],[],[],[],[],[],[],[],[],[],[76],[71],[22],[],"[58, 15]",[82],[],[],[],[],[],[],[],[],[],[50],[58],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
64,,[],[],[],[],[63],[],[],[],[],[],[],[],[76],[],"[22, 71]",[],"[65, 15]",[82],[],[],[75],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
65,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[15, 63]",[82],[],[63],"[56, 75, 23]",[64],[],[],[],[21],[],[],[14],[],[],[57],[],[55],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
71,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[50],"[76, 15]",[82],[],[63],[58],[76],[],[],[],[],[64],[76],[],[],[],[],[],[],[],[],[82],[15],[82],[65],[],[76],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[]
75,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[71],[],"[65, 15]",[],[],[],[],[],[64],[],[],[],[],[71],[],[21],[],[],[],[],[],[],[30],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[71],[21],[],[],[],[],[]
76,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[50],[22],[82],[],[63],[58],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],"[58, 63]",[82],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
82,,[50],[],[],[],[],[],[58],[],[],[],[],[],[63],[76],"[71, 63]",[22],"[65, 63]",[15],[],[],[63],[22],[58],[],[],[],[],[],[76],[],[],[],[],[],[],[],[],[],"[15, 63]",[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
