driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[22],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[],[18],[],[],[25],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[5],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[24],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[26],[22],[],[],[26],[18],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[22],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[2],[],[],[],[],[22],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[19],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[27],[],[],[],[],[],[],[19],[],[],[16],[],[15],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[23],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[24],[],[],[],[],[19],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[19],[],[],[],[],[],[],[],[16],[],[],[],[],[],[16],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
